institution_id,name,survey_year,designation,sanctioned_strength,in_position_direct,in_position_cas,no_of_phd_teachers
199,"Sher-e-Kashmir University of Agricultural Science & Technology of Jammu, Jammu",2015,Vice-Chancellor,NA,1,0,1
199,"Sher-e-Kashmir University of Agricultural Science & Technology of Jammu, Jammu",2015,Professor & Equivalent,NA,14,28,42
199,"Sher-e-Kashmir University of Agricultural Science & Technology of Jammu, Jammu",2015,Associate Professor,NA,27,15,40
199,"Sher-e-Kashmir University of Agricultural Science & Technology of Jammu, Jammu",2015,Assistant Professor,NA,95,0,72
199,"Sher-e-Kashmir University of Agricultural Science & Technology of Jammu, Jammu",2015,ALL,0,137,43,155
671,MAHARAJA AGRASEN UNIVERSITY,2015,Vice-Chancellor,1,1,0,NA
671,MAHARAJA AGRASEN UNIVERSITY,2015,Director,6,6,0,NA
671,MAHARAJA AGRASEN UNIVERSITY,2015,Professor & Equivalent,13,13,0,NA
671,MAHARAJA AGRASEN UNIVERSITY,2015,Associate Professor,18,18,0,NA
671,MAHARAJA AGRASEN UNIVERSITY,2015,Assistant Professor,99,99,0,NA
671,MAHARAJA AGRASEN UNIVERSITY,2015,ALL,137,137,0,48
24,National Academy of Legal Studies & Research (NALSR) University Hyderabad,2015,Vice-Chancellor,1,1,0,1
24,National Academy of Legal Studies & Research (NALSR) University Hyderabad,2015,Professor & Equivalent,8,7,0,7
24,National Academy of Legal Studies & Research (NALSR) University Hyderabad,2015,Associate Professor,9,1,0,1
24,National Academy of Legal Studies & Research (NALSR) University Hyderabad,2015,Assistant Professor,27,12,0,6
24,National Academy of Legal Studies & Research (NALSR) University Hyderabad,2015,Contract Teacher,NA,20,0,6
24,National Academy of Legal Studies & Research (NALSR) University Hyderabad,2015,ALL,45,41,0,21
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Vice-Chancellor,NA,1,0,1
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Professor & Equivalent,NA,5,0,5
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Assistant Professor,NA,46,0,5
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Principal,NA,4,0,2
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Tutor,NA,1,0,0
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Contract Teacher,NA,34,0,7
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Visiting Teacher,NA,33,0,15
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Associate Professor,NA,12,0,12
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,Temporary Teacher,NA,0,0,0
333,"Tilak Maharashtra Vidyapeeth, Pune",2015,ALL,0,136,0,47
673,ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY,2015,Vice-Chancellor,NA,1,0,NA
465,"Meenakshri Academy of Higher Education and Research, Chennai",2015,Vice-Chancellor,NA,1,0,NA
465,"Meenakshri Academy of Higher Education and Research, Chennai",2015,Professor & Equivalent,NA,144,0,10
465,"Meenakshri Academy of Higher Education and Research, Chennai",2015,Tutor,NA,201,0,NA
465,"Meenakshri Academy of Higher Education and Research, Chennai",2015,Lecturer,NA,44,0,NA
465,"Meenakshri Academy of Higher Education and Research, Chennai",2015,Assistant Professor,NA,167,0,NA
465,"Meenakshri Academy of Higher Education and Research, Chennai",2015,ALL,0,557,0,10
398,"Jagannath University, Jaipur",2015,Director,NA,2,0,2
398,"Jagannath University, Jaipur",2015,Professor & Equivalent,NA,18,0,13
398,"Jagannath University, Jaipur",2015,Associate Professor,NA,22,0,13
398,"Jagannath University, Jaipur",2015,Assistant Professor,NA,78,0,2
398,"Jagannath University, Jaipur",2015,Vice-Chancellor,NA,1,0,1
398,"Jagannath University, Jaipur",2015,Pro-Vice-Chancellor,NA,1,0,1
398,"Jagannath University, Jaipur",2015,ALL,0,122,0,32
101,Indian Agricultural Research Institute (KRISHI PUSHA) New Delhi.,2015,Professor & Equivalent,NA,0,276,NA
101,Indian Agricultural Research Institute (KRISHI PUSHA) New Delhi.,2015,Associate Professor,NA,0,168,NA
101,Indian Agricultural Research Institute (KRISHI PUSHA) New Delhi.,2015,Assistant Professor,NA,140,6,NA
101,Indian Agricultural Research Institute (KRISHI PUSHA) New Delhi.,2015,Director,NA,1,0,NA
101,Indian Agricultural Research Institute (KRISHI PUSHA) New Delhi.,2015,ALL,0,141,450,0
188,"Manav Bharti University, Sultanpur, Solan",2015,Principal,NA,1,0,1
188,"Manav Bharti University, Sultanpur, Solan",2015,Associate Professor,NA,23,0,21
188,"Manav Bharti University, Sultanpur, Solan",2015,Assistant Professor,NA,128,0,14
188,"Manav Bharti University, Sultanpur, Solan",2015,Lecturer,NA,16,0,0
188,"Manav Bharti University, Sultanpur, Solan",2015,Professor & Equivalent,NA,16,0,16
188,"Manav Bharti University, Sultanpur, Solan",2015,Vice-Chancellor,NA,1,0,NA
188,"Manav Bharti University, Sultanpur, Solan",2015,ALL,0,185,0,52
50,"Assam University, Silchar",2015,Contract Teacher,NA,0,0,0
50,"Assam University, Silchar",2015,Professor & Equivalent,NA,44,0,0
50,"Assam University, Silchar",2015,Associate Professor,NA,75,0,0
50,"Assam University, Silchar",2015,Assistant Professor,NA,211,0,0
50,"Assam University, Silchar",2015,Reader,NA,2,0,0
50,"Assam University, Silchar",2015,ALL,0,332,0,0
779,AMITY UNIVERSITY,2015,Assistant Professor,NA,73,0,37
779,AMITY UNIVERSITY,2015,Associate Professor,NA,5,0,5
779,AMITY UNIVERSITY,2015,Director,NA,6,0,4
779,AMITY UNIVERSITY,2015,ALL,0,84,0,46
269,"Barkatullah University, Bhopal",2015,Professor & Equivalent,NA,5,30,NA
269,"Barkatullah University, Bhopal",2015,Assistant Professor,NA,28,0,NA
269,"Barkatullah University, Bhopal",2015,Associate Professor,NA,8,4,NA
269,"Barkatullah University, Bhopal",2015,Director,NA,1,0,NA
269,"Barkatullah University, Bhopal",2015,Tutor,NA,14,0,NA
269,"Barkatullah University, Bhopal",2015,Temporary Teacher,NA,17,0,NA
269,"Barkatullah University, Bhopal",2015,Contract Teacher,NA,24,0,NA
269,"Barkatullah University, Bhopal",2015,Vice-Chancellor,NA,1,0,NA
269,"Barkatullah University, Bhopal",2015,ALL,0,98,34,0
678,HARIDEV JOSHI UNIVERSITY OF JOURNALISM AND MASS COMMUNICATION,2015,Vice-Chancellor,1,1,0,0
678,HARIDEV JOSHI UNIVERSITY OF JOURNALISM AND MASS COMMUNICATION,2015,Professor & Equivalent,5,2,5,1
678,HARIDEV JOSHI UNIVERSITY OF JOURNALISM AND MASS COMMUNICATION,2015,Associate Professor,10,1,0,1
678,HARIDEV JOSHI UNIVERSITY OF JOURNALISM AND MASS COMMUNICATION,2015,Assistant Professor,15,6,0,2
678,HARIDEV JOSHI UNIVERSITY OF JOURNALISM AND MASS COMMUNICATION,2015,ALL,31,10,5,4
176,"Arni University, Katgarh (Indora), Kangra",2015,Vice-Chancellor,NA,1,0,NA
176,"Arni University, Katgarh (Indora), Kangra",2015,Professor & Equivalent,NA,6,0,NA
176,"Arni University, Katgarh (Indora), Kangra",2015,Associate Professor,NA,7,0,NA
176,"Arni University, Katgarh (Indora), Kangra",2015,Assistant Professor,NA,95,0,NA
176,"Arni University, Katgarh (Indora), Kangra",2015,ALL,0,109,0,0
427,"Suresh Gyan Vihar Univeristy, Jaipur",2015,Vice-Chancellor,NA,1,0,1
427,"Suresh Gyan Vihar Univeristy, Jaipur",2015,Pro-Vice-Chancellor,NA,1,0,0
427,"Suresh Gyan Vihar Univeristy, Jaipur",2015,Principal,NA,1,0,0
427,"Suresh Gyan Vihar Univeristy, Jaipur",2015,Professor & Equivalent,NA,13,0,9
427,"Suresh Gyan Vihar Univeristy, Jaipur",2015,Associate Professor,NA,30,0,14
427,"Suresh Gyan Vihar Univeristy, Jaipur",2015,Assistant Professor,NA,122,0,0
427,"Suresh Gyan Vihar Univeristy, Jaipur",2015,ALL,0,168,0,24
675,COTTON COLLEGE STATE UNIVERSITY,2015,Assistant Professor,118,48,0,38
675,COTTON COLLEGE STATE UNIVERSITY,2015,Contract Teacher,0,15,0,3
675,COTTON COLLEGE STATE UNIVERSITY,2015,Associate Professor,54,1,0,1
675,COTTON COLLEGE STATE UNIVERSITY,2015,Vice-Chancellor,1,1,0,1
675,COTTON COLLEGE STATE UNIVERSITY,2015,ALL,173,65,0,43
22,"Mahatma Gandhi University, Nalgonda",2015,Professor & Equivalent,10,0,0,0
22,"Mahatma Gandhi University, Nalgonda",2015,Contract Teacher,55,46,0,8
22,"Mahatma Gandhi University, Nalgonda",2015,Associate Professor,21,6,0,6
22,"Mahatma Gandhi University, Nalgonda",2015,Assistant Professor,39,29,0,23
22,"Mahatma Gandhi University, Nalgonda",2015,ALL,125,81,0,37
413,"Mohan Lal Sukhadia University, Uaipur",2015,Vice-Chancellor,NA,1,0,NA
413,"Mohan Lal Sukhadia University, Uaipur",2015,Professor & Equivalent,NA,66,1,NA
413,"Mohan Lal Sukhadia University, Uaipur",2015,Assistant Professor,NA,26,6,NA
413,"Mohan Lal Sukhadia University, Uaipur",2015,Associate Professor,NA,16,0,NA
413,"Mohan Lal Sukhadia University, Uaipur",2015,ALL,0,109,7,0
42,"University of Hyderabad, Hyderabad",2015,Professor & Equivalent,NA,49,68,NA
42,"University of Hyderabad, Hyderabad",2015,Associate Professor,NA,68,20,NA
42,"University of Hyderabad, Hyderabad",2015,Assistant Professor,NA,71,19,NA
42,"University of Hyderabad, Hyderabad",2015,ALL,0,188,107,0
65,"Indira Gandhi Institute of Medical Sciences, Patna",2015,Associate Professor,NA,7,0,NA
65,"Indira Gandhi Institute of Medical Sciences, Patna",2015,Professor & Equivalent,NA,26,0,NA
65,"Indira Gandhi Institute of Medical Sciences, Patna",2015,Assistant Professor,NA,2,0,NA
65,"Indira Gandhi Institute of Medical Sciences, Patna",2015,Additional Professor,NA,6,0,NA
65,"Indira Gandhi Institute of Medical Sciences, Patna",2015,Principal,NA,1,0,NA
65,"Indira Gandhi Institute of Medical Sciences, Patna",2015,ALL,0,42,0,0
584,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",2015,Director,1,1,0,1
584,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",2015,Professor & Equivalent,44,25,64,89
584,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",2015,Associate Professor,95,20,24,44
584,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",2015,Assistant Professor,137,63,0,58
584,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",2015,Contract Teacher,0,34,0,23
584,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",2015,ALL,277,143,88,215
246,"University of Agricultural Sciences, Dharwad",2015,Professor & Equivalent,NA,1,99,0
246,"University of Agricultural Sciences, Dharwad",2015,Associate Professor,NA,2,14,0
246,"University of Agricultural Sciences, Dharwad",2015,Assistant Professor,NA,0,3,0
246,"University of Agricultural Sciences, Dharwad",2015,ALL,0,3,116,0
418,"Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University, Jodhpur",2015,Vice-Chancellor,NA,1,0,NA
418,"Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University, Jodhpur",2015,ALL,0,1,0,0
170,"National Brain Research Centre, Gurgaon",2015,Director,1,1,0,1
170,"National Brain Research Centre, Gurgaon",2015,Professor & Equivalent,2,0,7,7
170,"National Brain Research Centre, Gurgaon",2015,Additional Professor,5,0,4,4
170,"National Brain Research Centre, Gurgaon",2015,Associate Professor,9,4,0,4
170,"National Brain Research Centre, Gurgaon",2015,Assistant Professor,7,0,0,0
170,"National Brain Research Centre, Gurgaon",2015,ALL,24,5,11,16
797,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, UNA",2015,Director,0,1,0,1
797,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, UNA",2015,Professor & Equivalent,0,0,0,0
797,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, UNA",2015,ALL,0,1,0,1
409,"Mahatma Jyoti Rao Phoole University, Jaipur",2015,Vice-Chancellor,NA,1,0,NA
409,"Mahatma Jyoti Rao Phoole University, Jaipur",2015,Principal,NA,6,0,NA
409,"Mahatma Jyoti Rao Phoole University, Jaipur",2015,Assistant Professor,NA,83,0,NA
409,"Mahatma Jyoti Rao Phoole University, Jaipur",2015,Lecturer,NA,63,0,NA
409,"Mahatma Jyoti Rao Phoole University, Jaipur",2015,Professor & Equivalent,NA,8,0,NA
409,"Mahatma Jyoti Rao Phoole University, Jaipur",2015,Associate Professor,NA,4,0,NA
409,"Mahatma Jyoti Rao Phoole University, Jaipur",2015,ALL,0,165,0,0
716,"THUNCHATH EZHUTHACHAN MALAYALAM UNIVERSITY, TIRUR",2015,Professor & Equivalent,NA,7,0,NA
716,"THUNCHATH EZHUTHACHAN MALAYALAM UNIVERSITY, TIRUR",2015,Assistant Professor,NA,13,0,NA
716,"THUNCHATH EZHUTHACHAN MALAYALAM UNIVERSITY, TIRUR",2015,Contract Teacher,NA,9,0,NA
716,"THUNCHATH EZHUTHACHAN MALAYALAM UNIVERSITY, TIRUR",2015,Vice-Chancellor,NA,1,0,NA
716,"THUNCHATH EZHUTHACHAN MALAYALAM UNIVERSITY, TIRUR",2015,Associate Professor,NA,3,0,NA
716,"THUNCHATH EZHUTHACHAN MALAYALAM UNIVERSITY, TIRUR",2015,ALL,0,33,0,0
393,"Dr K N Modi University, Tonk",2015,Vice-Chancellor,NA,1,0,NA
393,"Dr K N Modi University, Tonk",2015,Assistant Professor,NA,98,0,NA
393,"Dr K N Modi University, Tonk",2015,Associate Professor,NA,7,0,NA
393,"Dr K N Modi University, Tonk",2015,Professor & Equivalent,NA,8,0,NA
393,"Dr K N Modi University, Tonk",2015,Lecturer,NA,12,0,NA
393,"Dr K N Modi University, Tonk",2015,Visiting Teacher,NA,4,0,NA
393,"Dr K N Modi University, Tonk",2015,ALL,0,130,0,0
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,Contract Teacher,NA,74,0,14
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,Demonstrator,NA,1,0,0
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,ALL,0,134,126,143
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,Assistant Professor,NA,46,0,10
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,Lecturer (Senior Scale),NA,0,41,26
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,Associate Professor,NA,5,19,20
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,Professor & Equivalent,NA,7,55,62
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,Lecturer (Selection Grade),NA,0,11,10
162,"Guru Jambheshwar University of Science and Technology, Hissar",2015,Vice-Chancellor,NA,1,0,1
304,"Homi Bhabha Natioanal Institute Knowledge Management Group, Mumbai",2015,Vice-Chancellor,NA,1,0,NA
304,"Homi Bhabha Natioanal Institute Knowledge Management Group, Mumbai",2015,ALL,0,1,0,0
161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",2015,Professor & Equivalent,NA,37,0,37
161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",2015,Associate Professor,NA,27,0,19
161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",2015,Assistant Professor,NA,106,0,35
161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",2015,Vice-Chancellor,NA,1,0,1
161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",2015,ALL,0,171,0,92
760,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,2015,Director,NA,0,0,0
760,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,2015,Professor & Equivalent,NA,2,0,2
760,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,2015,Associate Professor,NA,2,0,2
760,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,2015,Assistant Professor,NA,6,0,6
760,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,2015,ALL,0,10,0,10
632,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,2015,Director,NA,2,0,NA
632,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,2015,Lecturer,NA,219,0,NA
632,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,2015,Contract Teacher,NA,121,0,NA
632,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,2015,Professor & Equivalent,NA,4,0,NA
632,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,2015,Assistant Professor,NA,1,0,NA
632,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,2015,ALL,0,347,0,0
524,"Lucknow University, Lucknow",2015,Vice-Chancellor,NA,1,0,1
524,"Lucknow University, Lucknow",2015,Pro-Vice-Chancellor,NA,1,0,1
524,"Lucknow University, Lucknow",2015,Director,NA,1,0,1
524,"Lucknow University, Lucknow",2015,Professor & Equivalent,NA,33,140,NA
524,"Lucknow University, Lucknow",2015,Associate Professor,NA,76,26,NA
524,"Lucknow University, Lucknow",2015,Assistant Professor,NA,259,0,NA
524,"Lucknow University, Lucknow",2015,Visiting Teacher,NA,6,0,NA
524,"Lucknow University, Lucknow",2015,Contract Teacher,NA,4,0,NA
524,"Lucknow University, Lucknow",2015,ALL,0,381,166,3
348,"The Global Open University Nagaland, Dimapur",2015,Vice-Chancellor,NA,1,0,NA
348,"The Global Open University Nagaland, Dimapur",2015,Professor & Equivalent,NA,6,0,NA
348,"The Global Open University Nagaland, Dimapur",2015,Associate Professor,NA,9,0,NA
348,"The Global Open University Nagaland, Dimapur",2015,Lecturer,NA,14,0,NA
348,"The Global Open University Nagaland, Dimapur",2015,Visiting Teacher,NA,21,0,NA
348,"The Global Open University Nagaland, Dimapur",2015,Assistant Professor,NA,39,0,NA
348,"The Global Open University Nagaland, Dimapur",2015,Contract Teacher,NA,1,0,NA
348,"The Global Open University Nagaland, Dimapur",2015,Director,NA,1,0,NA
348,"The Global Open University Nagaland, Dimapur",2015,ALL,0,92,0,0
703,"AGRICULTURE UNIVERSITY, JODHPUR",2015,Vice-Chancellor,1,1,0,NA
703,"AGRICULTURE UNIVERSITY, JODHPUR",2015,ALL,1,1,0,0
452,Dakshina Bharat Hindi Prachar Sabha,2015,Professor & Equivalent,NA,4,0,NA
452,Dakshina Bharat Hindi Prachar Sabha,2015,Reader,NA,4,0,NA
452,Dakshina Bharat Hindi Prachar Sabha,2015,Lecturer (Selection Grade),NA,16,0,NA
452,Dakshina Bharat Hindi Prachar Sabha,2015,Lecturer,NA,NA,NA,NA
452,Dakshina Bharat Hindi Prachar Sabha,2015,ALL,0,24,0,0
387,"Kota University, Kota",2015,Vice-Chancellor,1,1,0,1
387,"Kota University, Kota",2015,Professor & Equivalent,6,4,0,4
387,"Kota University, Kota",2015,Associate Professor,10,8,0,8
387,"Kota University, Kota",2015,Assistant Professor,15,12,0,9
387,"Kota University, Kota",2015,Visiting Teacher,76,76,0,44
387,"Kota University, Kota",2015,Reader,1,0,0,0
387,"Kota University, Kota",2015,Lecturer,2,0,0,0
387,"Kota University, Kota",2015,ALL,111,101,0,66
247,"University of Agricultural Sciences, Raichur",2015,Professor & Equivalent,NA,8,13,20
247,"University of Agricultural Sciences, Raichur",2015,Assistant Professor,NA,27,0,23
247,"University of Agricultural Sciences, Raichur",2015,Associate Professor,NA,7,11,10
247,"University of Agricultural Sciences, Raichur",2015,ALL,0,42,24,53
624,Karnataka State Dr. Gangubai Hangal Music And Performing Arts University,2015,Vice-Chancellor,NA,1,0,NA
624,Karnataka State Dr. Gangubai Hangal Music And Performing Arts University,2015,Temporary Teacher,NA,22,0,NA
624,Karnataka State Dr. Gangubai Hangal Music And Performing Arts University,2015,Demonstrator,NA,10,0,NA
624,Karnataka State Dr. Gangubai Hangal Music And Performing Arts University,2015,ALL,0,33,0,0
187,"Maharashi Markandeshwar University, Solan",2015,Assistant Professor,NA,35,0,NA
187,"Maharashi Markandeshwar University, Solan",2015,Professor & Equivalent,NA,17,0,NA
187,"Maharashi Markandeshwar University, Solan",2015,Associate Professor,NA,15,0,NA
187,"Maharashi Markandeshwar University, Solan",2015,Principal,NA,1,0,NA
187,"Maharashi Markandeshwar University, Solan",2015,ALL,0,68,0,0
264,"National University of Advanced Legal Studies, Kochi",2015,Vice-Chancellor,NA,1,0,1
264,"National University of Advanced Legal Studies, Kochi",2015,Professor & Equivalent,NA,2,0,2
264,"National University of Advanced Legal Studies, Kochi",2015,Associate Professor,NA,3,0,3
264,"National University of Advanced Legal Studies, Kochi",2015,Assistant Professor,NA,9,0,3
264,"National University of Advanced Legal Studies, Kochi",2015,ALL,0,15,0,9
488,"Thiruvalluvar Univeristy, Vellore",2015,Temporary Teacher,1,1,0,1
488,"Thiruvalluvar Univeristy, Vellore",2015,Associate Professor,14,10,0,10
488,"Thiruvalluvar Univeristy, Vellore",2015,Assistant Professor,21,21,0,19
488,"Thiruvalluvar Univeristy, Vellore",2015,ALL,45,40,3,39
228,"Karnataka State Open University, Mysore",2015,Associate Professor,NA,5,6,10
228,"Karnataka State Open University, Mysore",2015,Assistant Professor,NA,69,0,37
228,"Karnataka State Open University, Mysore",2015,Contract Teacher,NA,2,0,1
228,"Karnataka State Open University, Mysore",2015,Professor & Equivalent,NA,0,9,9
228,"Karnataka State Open University, Mysore",2015,Director,NA,1,0,1
228,"Karnataka State Open University, Mysore",2015,Vice-Chancellor,NA,1,0,NA
228,"Karnataka State Open University, Mysore",2015,ALL,0,78,15,58
472,"Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur",2015,Director,1,1,0,1
472,"Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur",2015,Associate Professor,10,2,0,2
472,"Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur",2015,Assistant Professor,15,8,0,6
472,"Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur",2015,Contract Teacher,15,11,0,5
472,"Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur",2015,ALL,41,22,0,14
107,Jamia Hamdard,2015,Professor & Equivalent,55,37,18,27
107,Jamia Hamdard,2015,Associate Professor,52,33,19,21
107,Jamia Hamdard,2015,Assistant Professor,186,144,42,56
107,Jamia Hamdard,2015,Lecturer (Selection Grade),5,5,0,0
107,Jamia Hamdard,2015,Tutor,20,20,0,0
107,Jamia Hamdard,2015,Demonstrator,26,26,0,0
107,Jamia Hamdard,2015,Vice-Chancellor,1,1,0,1
107,Jamia Hamdard,2015,Ad hoc Teacher,1,1,0,0
107,Jamia Hamdard,2015,Lecturer,1,1,0,NA
107,Jamia Hamdard,2015,ALL,347,268,79,105
407,"Maharana Pratap University of Agriculture & Technology, Udaipur",2015,Associate Professor,42,2,13,15
407,"Maharana Pratap University of Agriculture & Technology, Udaipur",2015,Professor & Equivalent,24,1,53,54
407,"Maharana Pratap University of Agriculture & Technology, Udaipur",2015,Assistant Professor,172,37,0,37
407,"Maharana Pratap University of Agriculture & Technology, Udaipur",2015,Part-Time Teacher,0,18,0,8
407,"Maharana Pratap University of Agriculture & Technology, Udaipur",2015,ALL,238,58,66,114
655,PEOPLES UNIVERSITY,2015,Vice-Chancellor,1,1,0,0
655,PEOPLES UNIVERSITY,2015,Director,3,3,0,2
655,PEOPLES UNIVERSITY,2015,Professor & Equivalent,96,92,0,92
655,PEOPLES UNIVERSITY,2015,Reader,48,48,0,0
655,PEOPLES UNIVERSITY,2015,Assistant Professor,301,301,0,0
655,PEOPLES UNIVERSITY,2015,Lecturer (Senior Scale),43,43,0,0
655,PEOPLES UNIVERSITY,2015,Lecturer,61,61,0,0
655,PEOPLES UNIVERSITY,2015,Associate Professor,76,67,0,67
655,PEOPLES UNIVERSITY,2015,Tutor,89,89,0,0
655,PEOPLES UNIVERSITY,2015,Principal,4,4,0,4
655,PEOPLES UNIVERSITY,2015,ALL,722,709,0,165
428,"Vardhman Mahaveer Open University, Kota",2015,Professor & Equivalent,2,1,9,10
428,"Vardhman Mahaveer Open University, Kota",2015,Assistant Professor,30,18,0,13
428,"Vardhman Mahaveer Open University, Kota",2015,Associate Professor,4,2,2,3
428,"Vardhman Mahaveer Open University, Kota",2015,Vice-Chancellor,1,0,0,NA
428,"Vardhman Mahaveer Open University, Kota",2015,ALL,37,21,11,26
656,AISECT UNIVERSITY,2015,Vice-Chancellor,NA,1,0,0
656,AISECT UNIVERSITY,2015,Pro-Vice-Chancellor,NA,1,0,0
656,AISECT UNIVERSITY,2015,Principal,NA,1,0,1
656,AISECT UNIVERSITY,2015,Professor & Equivalent,NA,23,0,22
656,AISECT UNIVERSITY,2015,Associate Professor,NA,43,0,20
656,AISECT UNIVERSITY,2015,Assistant Professor,NA,128,0,13
656,AISECT UNIVERSITY,2015,ALL,0,197,0,56
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,Professor & Equivalent,8,4,0,4
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,Assistant Professor,84,23,0,19
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,Part-Time Teacher,50,40,0,0
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,Reader,8,3,0,2
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,Tutor,20,10,0,0
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,Ad hoc Teacher,30,20,0,0
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,Visiting Teacher,20,12,0,0
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,Demonstrator,2,1,0,0
280,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur",2015,ALL,222,113,0,25
159,"Chaudhary Charan Singh Haryana Agricultural University, Hisar",2015,Professor & Equivalent,NA,0,278,278
159,"Chaudhary Charan Singh Haryana Agricultural University, Hisar",2015,Associate Professor,NA,2,39,38
159,"Chaudhary Charan Singh Haryana Agricultural University, Hisar",2015,Assistant Professor,NA,191,0,151
159,"Chaudhary Charan Singh Haryana Agricultural University, Hisar",2015,Contract Teacher,NA,6,0,NA
159,"Chaudhary Charan Singh Haryana Agricultural University, Hisar",2015,Tutor,NA,2,0,1
159,"Chaudhary Charan Singh Haryana Agricultural University, Hisar",2015,ALL,0,201,317,468
109,Jawahar Lal Nehru University,2015,Professor & Equivalent,NA,106,0,NA
109,Jawahar Lal Nehru University,2015,Associate Professor,NA,220,0,NA
109,Jawahar Lal Nehru University,2015,Assistant Professor,NA,251,0,NA
109,Jawahar Lal Nehru University,2015,Vice-Chancellor,NA,1,0,NA
109,Jawahar Lal Nehru University,2015,ALL,0,578,0,0
319,"Narsee Monjee Institute of Management Studies, Mumbai",2015,Vice-Chancellor,1,1,0,1
319,"Narsee Monjee Institute of Management Studies, Mumbai",2015,Pro-Vice-Chancellor,1,1,0,1
319,"Narsee Monjee Institute of Management Studies, Mumbai",2015,Principal,10,9,0,5
319,"Narsee Monjee Institute of Management Studies, Mumbai",2015,Part-Time Teacher,29,24,0,3
319,"Narsee Monjee Institute of Management Studies, Mumbai",2015,Director,8,8,0,5
319,"Narsee Monjee Institute of Management Studies, Mumbai",2015,Professor & Equivalent,63,42,0,38
319,"Narsee Monjee Institute of Management Studies, Mumbai",2015,Associate Professor,94,58,0,35
